Input.Number	Input.Sentence	Answer.relations	Answer.if_single_relation	Answer.if_positive_agg	Answer.if_negative_agg	Answer.relationtype
2926	the findings are pretty good evidence that violent video games do indeed cause aggressive behavior , says rowell huesmann , director of the research center for group dynamics at the university of michigan 's institute for social research in ann arbor	[[{'concept1': 'video games', 'relation': 'cause', 'concept2': 'aggressive behavior', 'relationtype': 'positive'}], [{'concept1': 'violent video games', 'relation': 'cause', 'concept2': 'aggressive behavior', 'relationtype': 'positive'}], [{'concept1': 'violent video games', 'relation': 'indeed cause', 'concept2': 'aggressive behavior', 'relationtype': 'negative'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
2952	is it making the claim that violent video games lead to aggression	[[{'concept1': 'violent video games', 'relation': 'lead to', 'concept2': 'aggression', 'relationtype': 'positive'}], nan, [{'concept1': 'violent video games', 'relation': 'lead', 'concept2': 'aggression', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
2958	it 's plainly obvious , video games make people of all ages agitated and aggressive	[[{'concept1': 'video games', 'relation': 'make', 'concept2': 'people of all ages agitated and aggressive', 'relationtype': 'positive'}], [{'concept1': 'video games', 'relation': 'make', 'concept2': 'people agitated', 'relationtype': 'positive'}, {'concept1': 'video games', 'relation': 'make', 'concept2': 'people aggressive', 'relationtype': 'positive'}], [{'concept1': 'video games', 'relation': 'make', 'concept2': 'people of all ages aggressive', 'relationtype': 'positive'}, {'concept1': 'video games', 'relation': 'make', 'concept2': 'people of all ages agitated', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 2}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
2960	if there is an official study , and it would be proven that indeed violent video games cause aggression , i would call aggression a victory for you	[[{'concept1': 'violent video games', 'relation': 'cause', 'concept2': 'aggression', 'relationtype': 'positive'}], [{'concept1': 'Violent video gamea', 'relation': 'Cause', 'concept2': 'Aggression', 'relationtype': 'negative'}], [{'concept1': 'violent video games', 'relation': 'cause', 'concept2': 'aggression', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
2966	playing violent video games is a significant risk factor for later physically aggressive behavior my sources : pediatrics 2008 nov ; 122 ( 5 ) : e1067 72 european psychiatry 2008 apr ; 23:212 8 journal of psychiatry research 2008 mar ; 42 ( 4 ) :253 8 pediatrics 2007 nov ; 120 ( 5 ) :978 85 cyberpsychology & behavior 2007 aug ; 10 ( 4 ) :552 9 psychological science 2007 jan ; 18	[[{'concept1': 'playing violent video games', 'relation': 'significant risk factor', 'concept2': 'later physically aggressive behavior', 'relationtype': 'positive'}], [{'concept1': 'playing violent video games', 'relation': 'is a significant risk factor for', 'concept2': 'physically aggressive behavior', 'relationtype': 'positive'}], [{'concept1': 'playing violent video games', 'relation': 'risk factor for', 'concept2': 'physically aggressive behavior', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3129	some instances of torture are to gain information , to terrorize some political group , or to gratify a desire and to exercise power	[nan, [{'concept1': 'torture', 'relation': 'gain', 'concept2': 'information', 'relationtype': 'positive'}], [{'concept1': 'instances of torture', 'relation': 'gain', 'concept2': 'information', 'relationtype': 'positive'}, {'concept1': 'instances of torture', 'relation': 'terrorize', 'concept2': 'some political group', 'relationtype': 'negative'}, {'concept1': 'instances of torture', 'relation': 'gratify', 'concept2': 'a desire', 'relationtype': 'positive'}, {'concept1': 'instances of torture', 'relation': 'exercise', 'concept2': 'power', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 3, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
3144	the torture of abu zubayda allowed critical information	[[{'concept1': 'torture of abu zubayda', 'relation': 'allowed', 'concept2': 'critical information', 'relationtype': 'positive'}], [{'concept1': 'torture of abu zubayda', 'relation': 'allowed', 'concept2': 'critical information', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3153	a borrower would suffer making an informed choice	[[{'concept1': 'borrower', 'relation': 'would suffer', 'concept2': 'making an informed choice', 'relationtype': 'negative'}], nan, [{'concept1': 'making an informed choice', 'relation': 'would', 'concept2': 'a borrower would suffer', 'relationtype': 'positive'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
3161	the torture victim gives false information [ 9 ]	[[{'concept1': 'torture victim', 'relation': 'gives', 'concept2': 'false information', 'relationtype': 'positive'}], nan, [{'concept1': 'torture victim', 'relation': 'gives', 'concept2': 'false information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3183	the information obtained from torture has a high risk of not achieving the desired end because the information obtained from torture is unreliable , and that the means involves produce many immoral consequences , harming both the detainee and the torturer	[[{'concept1': 'information obtained from torture', 'relation': 'high risk', 'concept2': 'not achieving the desired end', 'relationtype': 'positive'}], nan, [{'concept1': 'the information obtained from torture', 'relation': 'not achieving', 'concept2': 'desired end', 'relationtype': 'negative'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
3227	torture provides a way to retrieve information from a person for necessary reasons such as saving a life or saving multiple lives	[[{'concept1': 'torture', 'relation': 'provides', 'concept2': 'way', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'provides a way', 'concept2': 'retrieve information', 'relationtype': 'positive'}, {'concept1': 'torture provides a way to retrieve information', 'relation': 'saving', 'concept2': 'multiple lives', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'provides a way to retrieve', 'concept2': 'information', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3233	torture is useful for information	[nan, [{'concept1': 'torture', 'relation': 'useful for', 'concept2': 'information', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'useful for', 'concept2': 'information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3241	torture will simply produce much more bad information is good	[[{'concept1': 'torture', 'relation': 'produce', 'concept2': 'bad information', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'will simply produce much more', 'concept2': 'more bad information', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'produce', 'concept2': 'information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3244	torture would be effective in gaining necessary information	[[{'concept1': 'torture', 'relation': 'effective in', 'concept2': 'gaining necessary information', 'relationtype': 'positive'}], nan, [{'concept1': 'torture', 'relation': 'would be effective in', 'concept2': 'gaining necessary information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3248	torture is ineffective , counterintuitive , and thus should n't be opponent claims that an al qaeda operative was tortured and this lead to good information	[[{'concept1': 'torture is ineffective', 'relation': 'thus', 'concept2': "should n't be", 'relationtype': 'positive'}, {'concept1': 'torture is counterintuitive', 'relation': 'thus', 'concept2': "should n't be", 'relationtype': 'positive'}, {'concept1': 'tortured', 'relation': 'lead to', 'concept2': 'good information', 'relationtype': 'positive'}], [{'concept1': 'operative was tortured', 'relation': 'lead to', 'concept2': 'good information', 'relationtype': 'positive'}], [{'concept1': 'al qaeda operative', 'relation': 'tortured and this lead to', 'concept2': 'good information', 'relationtype': 'negative'}]]	0	1	0	{'positive': {'min': 0, 'max': 3, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
3257	torture is the act of inflicting excruciating pain as a means of getting a confession or information , or for sheer cruelty	[nan, [{'concept1': 'torture', 'relation': 'for', 'concept2': 'sheer cruelty', 'relationtype': 'positive'}, {'concept1': 'torture', 'relation': 'means of getting', 'concept2': 'information', 'relationtype': 'positive'}, {'concept1': 'torture', 'relation': 'means of getting', 'concept2': 'confession', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'get', 'concept2': 'confession or information , or for sheer cruelty', 'relationtype': 'positive'}, {'concept1': 'act of inflicting excruciating pain', 'relation': 'getting', 'concept2': 'confession or information , or for sheer cruelty', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 2, 'max': 3, 'agg': 2}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3304	( pro has not rebutted this ) thus , we reach the conclusion that torturing jim will lead to unreliable information that , more likely than not , would lead we to a dead end if followed	[[{'concept1': 'torturing jim', 'relation': 'lead to', 'concept2': 'unreliable information', 'relationtype': 'positive'}, {'concept1': 'unreliable information', 'relation': 'lead', 'concept2': 'dead end', 'relationtype': 'positive'}], [{'concept1': 'torturing jim', 'relation': 'lead to', 'concept2': 'unreliable information', 'relationtype': 'positive'}, {'concept1': 'unreliable information', 'relation': 'lead', 'concept2': 'a dead end', 'relationtype': 'positive'}], [{'concept1': 'torturing jim', 'relation': 'will lead', 'concept2': 'to unreliable information', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 2}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3307	victims of torture will offer intentionally misleading information	[[{'concept1': 'victims of torture', 'relation': 'offer', 'concept2': 'intentionally misleading information', 'relationtype': 'positive'}], [{'concept1': 'victims of torture', 'relation': 'offer', 'concept2': 'intentionally misleading information', 'relationtype': 'positive'}], [{'concept1': 'victims', 'relation': 'offer', 'concept2': 'misleading information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3357	torture has used to obtain valuable and useful information	[nan, [{'concept1': 'torture', 'relation': 'obtain', 'concept2': 'information', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'obtain', 'concept2': 'valuable and useful information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3368	torture is an effective means by which to gather information	[[{'concept1': 'torture', 'relation': 'effective', 'concept2': 'gather information', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'is an effective means by which to', 'concept2': 'gather information', 'relationtype': 'positive'}], [{'concept1': 'torture', 'relation': 'effective means', 'concept2': 'to gather information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3423	different occasions of waterboarding torture to get any information	[[{'concept1': 'torture', 'relation': 'get', 'concept2': 'information', 'relationtype': 'positive'}], nan, [{'concept1': 'waterboarding', 'relation': 'get', 'concept2': 'information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
3551	studies have shown that corporal punishment of children is related to decreased morality , increased aggression , more antisocial behavior decreased mental health outcomes	[[{'concept1': 'corporal punishment', 'relation': 'related to', 'concept2': 'decreased morality , increased aggression , more antisocial behavior decreased mental health outcomes', 'relationtype': 'positive'}], [{'concept1': 'corporal punishment of children', 'relation': 'is related to', 'concept2': 'decreased morality', 'relationtype': 'negative'}, {'concept1': 'corporal punishment of children', 'relation': 'is related to', 'concept2': 'increased aggression', 'relationtype': 'positive'}, {'concept1': 'corporal punishment of children', 'relation': 'is related to', 'concept2': 'more antisocial behavior', 'relationtype': 'positive'}, {'concept1': 'corporal punishment of children', 'relation': 'is related to', 'concept2': 'decreased mental health outcomes', 'relationtype': 'negative'}], [{'concept1': 'corporal punishment', 'relation': 'decreased', 'concept2': 'mental health outcomes', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 2, 'agg': 0}}
3554	studies show that since corporal punishment was banned discipline in children has gone dramatically down	[[{'concept1': 'corporal punishment was banned', 'relation': 'gone dramatically down', 'concept2': 'discipline in children', 'relationtype': 'negative'}], [{'concept1': 'corporal punishment was banned', 'relation': 'gone dramatically down', 'concept2': 'discipline in children', 'relationtype': 'negative'}], [{'concept1': 'corporal punishment', 'relation': 'banned', 'concept2': 'discipline in children', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
