Input.Number	Input.Sentence	Answer.detect	Answer.detect_agg
4066	a simplified way of timeline management ) standardized testing tells the school how well students are faring across the country and locally	['NoRelation', 'NoRelation', 'Relation']	NoRelation
4076	standardized testing is admitting standardized testing measures students ' to the next level of schooling	['NoRelation', 'Relation', 'NoRelation']	NoRelation
4079	standardized testing is an near ideal tool for separating some students among a pool of applicants	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4081	standardized testing acts excess as an unnecessary stressor for students	['Relation', 'NoRelation', 'NoRelation']	NoRelation
4086	standardized tests are a just measure of student achievement	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4089	standardized tests are biased against students	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
4099	standardized testing is the most efficient method of assessing the performance of students and institutions and of maintaining the quality of education	['NoRelation', 'Relation', 'NoRelation']	NoRelation
4104	all the things go on in the mind after smoking marijuana	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4113	the poison of drugs and booze , cigarettes and addictions of the heart and minds ' is an arrogance	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4122	marijuana has the worst effect on the mind	['NoRelation', 'NoRelation', 'Relation']	NoRelation
4131	drugs were designed now to wrap your mind and keep an addict	['NoRelation', 'NoRelation', 'Relation']	NoRelation
4134	definition : drug : a chemically mind	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
4152	drugs then cease to be happy , if drugs in drugss ' original right mind could make the decision to stop because the decision to stop was taking away drugss ' happiness , drugs would do	['NoRelation', 'NoisySentence', 'NoisySentence']	NoisySentence
4157	marijuana effects this exact location in which the mind will not be able to store new memory and will be difficult for doing tasks in the future	['NoRelation', 'Relation', 'Relation']	Relation
4159	today , i am here to hopefully dispell a few myths about the drug , explain what happens from the drug legalisation , and maybe make some people 's mind change on this issue	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4163	because all drugs are are something to alter your mind and when your in that state of mind your not thinking straight	['NoRelation', 'NoRelation', 'Relation']	NoRelation
4164	the chance for an accident , taking mind altering drugs are driving drunk increases	['Relation', 'Relation', 'Relation']	Relation
4165	drugs can have a beneficial mind expanding capacity	['Relation', 'Relation', 'Relation']	Relation
4167	your argument : keep in mind that without the drug laws , most of these illegal alien crimes do n't occur	['Relation', 'Relation', 'Relation']	Relation
4186	a person state of mind ( as per drug ) serves a role	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4188	a mind is altering ( psychoactive ) drug with side effects such as distorted perception	['NoRelation', 'NoRelation', 'Relation']	NoRelation
4189	cannabis has a hallucinatory effect on the mind	['Relation', 'Relation', 'Relation']	Relation
4194	a mind alternating drug is ( generally ) a chemical substance	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
4211	drugs must give my opponent a feeling that my opponent are in paradise and tricks the mind depending how strong it is and makes my opponent commit crimes and die	['NoisySentence', 'Relation', 'Relation']	Relation
4213	simply keeping drugs illegal will not change the mind of someone	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4217	this physical side is the persons original state of mind , his/her reasoning before this physical side was affected by drug use	['NoRelation', 'Relation', 'NoRelation']	NoRelation
4221	tests for detecting marijuana in drivers measure the level of delta 9 tetrahydrocannabinol ( thc ) s mind altering ingredient	['Relation', 'NoRelation', 'NoRelation']	NoRelation
4224	as seen in this article , mind altering drugs have a tremendous impact on a persons ability	['NoRelation', 'Relation', 'Relation']	Relation
4233	this is to use drugs damages mind and body	['Relation', 'Relation', 'NoRelation']	Relation
4240	the social instability comes with all mind altering drugs	['NoRelation', 'Relation', 'Relation']	Relation
4266	the consequences of sex can be far more harmful than marijuana ( unwanted pregnancy come to mind )	['Relation', 'Relation', 'Relation']	Relation
4271	how can this not f*ck your up thems gatewaysmaybe shrooms once or twice wo n't f*ck the up the can cause your mind to expand so far your can belive other drugs are the	['Relation', 'NoRelation', 'NoRelation']	NoRelation
4272	keep in mind that without the drug laws , most of these illegal alien crimes do n't occur	['Relation', 'Relation', 'Relation']	Relation
4290	the main mind altering ( psychoactive ) ingredient in marijuana is thc ( delta 9 tetrahydrocannabinol )	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4314	this is from even our greatest mind understand how making certain drugs illegal just increases crimes rapidly	['Relation', 'Relation', 'NoisySentence']	Relation
4327	many drugs are used by philosophically inclined individuals for the purpose of expanding many drugss ' minds and seeing the surrounding world around many drugs	['Relation', 'Relation', 'Relation']	Relation
4330	one reference in the us constitution gives the federal government the power to restrict the usage of mind altering drugs	['NoRelation', 'Relation', 'NoRelation']	NoRelation
4331	many will now be able to get the legal drug and become addicted to the euphoria the legal drug causes , they may then resort to illegal means to get hard drugs for a more intense euphoria , after all in theys ' mind	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
4333	due to the effects that marijuana has on the mind my find themselves in a difficult situations such as themselves could become involved in risky sexual behavior or take part in auto crashes ''	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
4340	mind is altering drugs	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
4359	mind altering drugs as a whole have strong tendencies to leave a lasting negative effect in the human brain	['Relation', 'Relation', 'Relation']	Relation
4367	the consequences of sex can be far more harmful than marijuana ( aids come to mind )	['Relation', 'NoRelation', 'NoRelation']	NoRelation
4371	> > if you put a psychoactive chemical in you body to alter you mind state , you are ingesting a drug ''	['NoRelation', 'NoRelation', 'Relation']	NoRelation
